Rk,Gcar,Gtm,Date,Team,,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
22,221,36,2022-01-02,DAL,@,OKC,W 95-86,*,31:27,6,14,.429,2,6,.333,4,8,.500,.500,0,0,,0,9,9,10,1,0,7,1,14,9.9,-4
23,222,37,2022-01-03,DAL,,DEN,W 103-89,*,33:55,7,18,.389,1,6,.167,6,12,.500,.417,6,8,.750,0,8,8,15,4,0,3,5,21,22.3,25
24,223,38,2022-01-05,DAL,,GSW,W 99-82,*,34:14,7,18,.389,2,8,.250,5,10,.500,.444,10,12,.833,0,7,7,8,2,0,6,1,26,18.7,2
24,,39,2022-01-07,DAL,@,HOU,W 130-106,Inactive,,,,,,,,,,,,,,,,,,,,,,,,,
25,224,40,2022-01-09,DAL,,CHI,W 113-99,*,35:24,8,23,.348,2,6,.333,6,17,.353,.391,4,4,1.000,0,14,14,14,0,0,4,1,22,18.7,26
26,225,41,2022-01-12,DAL,@,NYK,L 85-108,*,36:20,8,23,.348,1,9,.111,7,14,.500,.370,4,6,.667,1,10,11,5,2,0,6,2,21,9.7,-24
27,226,42,2022-01-14,DAL,@,MEM,W 112-85,*,31:45,12,22,.545,0,6,.000,12,16,.750,.545,3,4,.750,1,12,13,10,0,0,6,2,27,20.5,12
28,227,43,2022-01-15,DAL,,ORL,W 108-92,*,31:23,7,19,.368,1,6,.167,6,13,.462,.395,8,9,.889,1,8,9,3,0,0,1,3,23,15.1,20
29,228,44,2022-01-17,DAL,,OKC,W 104-102,*,38:40,4,17,.235,0,6,.000,4,11,.364,.235,12,14,.857,2,9,11,12,3,3,2,2,20,23.7,12
30,229,45,2022-01-19,DAL,,TOR,W 102-98,*,42:16,13,24,.542,4,10,.400,9,14,.643,.625,11,12,.917,2,12,14,7,1,0,4,2,41,35.1,7
31,230,46,2022-01-20,DAL,,PHO,L 101-109,*,38:08,9,23,.391,2,9,.222,7,14,.500,.435,8,11,.727,1,7,8,8,1,0,8,1,28,15.3,-7
32,231,47,2022-01-23,DAL,,MEM,W 104-91,*,37:59,13,25,.520,2,7,.286,11,18,.611,.560,9,12,.750,2,9,11,9,3,1,5,2,37,31.8,15
33,232,48,2022-01-25,DAL,@,GSW,L 92-130,*,26:46,7,17,.412,4,7,.571,3,10,.300,.529,7,7,1.000,1,7,8,3,0,0,2,3,25,17.6,-19
34,233,49,2022-01-26,DAL,@,POR,W 132-112,*,37:19,4,11,.364,2,6,.333,2,5,.400,.455,5,8,.625,0,10,10,15,1,0,3,1,15,18.8,11
35,234,50,2022-01-29,DAL,,IND,W 132-105,*,31:45,12,21,.571,4,9,.444,8,12,.667,.667,2,7,.286,1,5,6,12,1,2,1,0,30,30.1,34
36,235,51,2022-01-30,DAL,@,ORL,L 108-110,*,37:34,13,22,.591,4,9,.444,9,13,.692,.682,4,6,.667,0,12,12,11,1,0,6,3,34,28.1,11
37,236,52,2022-02-02,DAL,,OKC,L 114-120 (OT),*,42:48,16,33,.485,5,13,.385,11,20,.550,.561,3,4,.750,1,5,6,10,3,0,3,3,40,30.9,-17
38,237,53,2022-02-04,DAL,,PHI,W 107-98,*,40:26,13,28,.464,1,6,.167,12,22,.545,.482,6,9,.667,3,10,13,15,2,0,3,1,33,31.6,19
39,238,54,2022-02-06,DAL,,ATL,W 103-94,*,27:42,6,17,.353,1,3,.333,5,14,.357,.382,5,6,.833,3,7,10,11,1,0,1,5,18,18.0,10
40,239,55,2022-02-08,DAL,,DET,W 116-86,*,32:52,9,18,.500,5,9,.556,4,9,.444,.639,10,14,.714,0,7,7,11,1,2,5,3,33,28.4,35
41,240,56,2022-02-10,DAL,,LAC,W 112-105,*,39:48,17,26,.654,7,14,.500,10,12,.833,.788,10,14,.714,0,9,9,6,1,1,7,4,51,38.0,9
42,241,57,2022-02-12,DAL,,LAC,L 97-99,*,39:27,15,33,.455,6,13,.462,9,20,.450,.545,9,13,.692,0,15,15,8,0,0,7,2,45,28.6,8
43,242,58,2022-02-15,DAL,@,MIA,W 107-99,*,38:07,5,19,.263,2,7,.286,3,12,.250,.316,9,12,.750,1,9,10,6,0,1,3,3,21,12.6,3
44,243,59,2022-02-17,DAL,@,NOP,W 125-118,*,38:02,17,35,.486,7,14,.500,10,21,.476,.586,8,12,.667,1,14,15,8,0,1,5,3,49,34.7,21
45,244,60,2022-02-25,DAL,@,UTA,L 109-114,*,35:08,8,24,.333,3,9,.333,5,15,.333,.396,4,4,1.000,2,5,7,11,1,0,4,5,23,15.0,-16
46,245,61,2022-02-27,DAL,@,GSW,W 107-101,*,36:36,10,21,.476,3,9,.333,7,12,.583,.548,11,12,.917,1,10,11,2,2,1,9,2,34,20.9,-5
47,246,62,2022-03-01,DAL,@,LAL,W 109-104,*,37:47,9,21,.429,0,5,.000,9,16,.563,.429,7,11,.636,1,7,8,5,1,2,6,1,25,14.6,-4
48,247,63,2022-03-03,DAL,,GSW,W 122-113,*,40:24,15,26,.577,4,10,.400,11,16,.688,.654,7,9,.778,2,8,10,9,2,0,6,1,41,33.7,8
48,,64,2022-03-05,DAL,,SAC,W 114-113,Inactive,,,,,,,,,,,,,,,,,,,,,,,,,
49,248,65,2022-03-07,DAL,,UTA,W 111-103,*,37:44,12,23,.522,5,11,.455,7,12,.583,.630,6,7,.857,1,15,16,7,3,1,3,3,35,32.9,5
50,249,66,2022-03-09,DAL,,NYK,L 77-107,*,34:02,12,25,.480,3,11,.273,9,14,.643,.540,4,7,.571,3,3,6,4,1,1,2,3,31,21.4,-19
51,250,67,2022-03-11,DAL,@,HOU,W 113-100,*,35:42,9,19,.474,5,11,.455,4,8,.500,.605,7,10,.700,1,13,14,6,0,2,5,1,30,23.9,16
52,251,68,2022-03-13,DAL,@,BOS,W 95-92,*,38:41,8,16,.500,4,10,.400,4,6,.667,.625,6,6,1.000,0,8,8,8,3,0,5,0,26,24.0,7
53,252,69,2022-03-16,DAL,@,BRK,W 113-111,*,38:46,14,26,.538,5,12,.417,9,14,.643,.635,4,4,1.000,0,9,9,9,2,1,4,2,37,31.3,-4
54,253,70,2022-03-18,DAL,@,PHI,L 101-111,*,34:55,5,20,.250,2,10,.200,3,10,.300,.300,5,9,.556,1,6,7,10,0,1,6,0,17,7.6,-15
55,254,71,2022-03-19,DAL,@,CHO,L 108-129,*,29:52,13,20,.650,8,12,.667,5,8,.625,.850,3,5,.600,0,4,4,3,0,0,4,2,37,25.9,-30
56,255,72,2022-03-21,DAL,,MIN,W 110-108,*,37:49,5,17,.294,3,11,.273,2,6,.333,.382,2,4,.500,0,6,6,10,1,0,8,4,15,4.5,-7
56,,73,2022-03-23,DAL,,HOU,W 110-91,Inactive,,,,,,,,,,,,,,,,,,,,,,,,,
57,256,74,2022-03-25,DAL,@,MIN,L 95-116,*,36:41,8,18,.444,5,11,.455,3,7,.429,.583,3,5,.600,0,10,10,8,1,0,3,0,24,20.4,-22
58,257,75,2022-03-27,DAL,,UTA,W 114-100,*,32:42,11,21,.524,4,7,.571,7,14,.500,.619,6,9,.667,1,9,10,5,0,0,3,3,32,23.2,9
59,258,76,2022-03-29,DAL,,LAL,W 128-110,*,29:39,12,23,.522,4,12,.333,8,11,.727,.609,6,7,.857,3,9,12,12,1,0,1,1,34,35.1,21
60,259,77,2022-03-30,DAL,@,CLE,W 120-112,*,37:50,14,26,.538,3,6,.500,11,20,.550,.596,4,4,1.000,0,9,9,13,1,2,3,1,35,33.2,14
61,260,78,2022-04-01,DAL,@,WAS,L 103-135,*,36:17,11,22,.500,4,9,.444,7,13,.538,.591,10,10,1.000,0,7,7,6,0,1,5,3,36,25.8,-22
62,261,79,2022-04-03,DAL,@,MIL,W 118-112,*,39:04,9,22,.409,3,9,.333,6,13,.462,.477,11,14,.786,0,8,8,15,3,0,6,2,32,28.1,8
63,262,80,2022-04-06,DAL,@,DET,W 131-113,*,33:57,8,21,.381,2,11,.182,6,10,.600,.429,8,13,.615,1,7,8,14,1,0,6,4,26,18.5,17
64,263,81,2022-04-08,DAL,,POR,W 128-78,*,29:36,12,21,.571,7,14,.500,5,7,.714,.738,8,11,.727,0,11,11,7,0,1,5,0,39,31.8,41
65,264,82,2022-04-10,DAL,,SAS,W 130-120,*,28:45,8,18,.444,2,5,.400,6,13,.462,.500,8,8,1.000,1,7,8,9,2,1,4,1,26,24.0,19
,,,,,,,44-21,65,2301,641,1403,.457,201,569,.353,440,834,.528,.529,364,489,.744,56,537,593,568,75,36,292,145,1847,21.8,146
