Rk,Gcar,Gtm,Date,Team,,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
18,18,18,2018-11-24,DAL,,BOS,W 113-104,*,30:52,5,11,.455,3,4,.750,2,7,.286,.591,2,2,1.000,0,0,0,8,3,1,3,0,15,15.6,8
19,19,19,2018-11-28,DAL,@,HOU,W 128-108,*,24:17,6,11,.545,3,7,.429,3,4,.750,.682,5,5,1.000,2,4,6,2,1,0,4,2,20,14.9,-6
20,20,20,2018-11-30,DAL,@,LAL,L 103-114,*,31:43,2,13,.154,0,5,.000,2,8,.250,.154,2,3,.667,0,6,6,5,3,2,3,3,6,2.8,-8
20,,21,2018-12-02,DAL,,LAC,W 114-110,Inactive,,,,,,,,,,,,,,,,,,,,,,,,,
21,21,22,2018-12-04,DAL,,POR,W 111-102,*,31:43,6,14,.429,2,4,.500,4,10,.400,.500,7,9,.778,2,7,9,3,0,0,2,3,21,15.2,4
22,22,23,2018-12-05,DAL,@,NOP,L 106-132,*,22:00,2,8,.250,1,4,.250,1,4,.250,.313,3,4,.750,0,4,4,6,0,0,2,1,8,5.8,-8
23,23,24,2018-12-08,DAL,,HOU,W 107-104,*,32:00,7,17,.412,3,7,.429,4,10,.400,.500,4,5,.800,3,4,7,1,3,0,3,3,21,14.3,8
24,24,25,2018-12-10,DAL,,ORL,W 101-76,*,25:36,2,11,.182,0,5,.000,2,6,.333,.182,3,3,1.000,1,10,11,9,1,0,2,1,7,8.7,16
25,25,26,2018-12-12,DAL,,ATL,W 114-107,*,34:46,5,14,.357,2,6,.333,3,8,.375,.429,12,15,.800,1,9,10,6,1,1,4,2,24,19.5,4
26,26,27,2018-12-13,DAL,@,PHO,L 89-99,*,31:14,6,12,.500,1,5,.200,5,7,.714,.542,0,2,.000,0,5,5,6,1,0,4,0,13,8.9,-8
27,27,28,2018-12-16,DAL,,SAC,L 113-120,*,35:02,9,15,.600,1,5,.200,8,10,.800,.633,9,14,.643,0,6,6,9,1,0,5,3,28,22.0,-3
28,28,29,2018-12-18,DAL,@,DEN,L 118-126,*,34:30,5,15,.333,3,9,.333,2,6,.333,.433,10,12,.833,0,6,6,12,1,0,1,1,23,23.5,7
29,29,30,2018-12-20,DAL,@,LAC,L 121-125,*,31:00,10,20,.500,3,6,.500,7,14,.500,.575,9,13,.692,4,0,4,5,4,0,4,3,32,25.5,-1
30,30,31,2018-12-22,DAL,@,GSW,L 116-120,*,29:40,7,15,.467,3,6,.500,4,9,.444,.567,2,4,.500,1,2,3,5,1,1,2,2,19,14.2,-2
31,31,32,2018-12-23,DAL,@,POR,L 118-121 (OT),*,35:26,7,21,.333,2,7,.286,5,14,.357,.381,7,9,.778,2,9,11,6,0,0,1,0,23,17.6,-3
32,32,33,2018-12-26,DAL,,NOP,W 122-119,*,31:21,5,13,.385,0,5,.000,5,8,.625,.385,11,12,.917,1,8,9,10,1,0,1,2,21,22.8,3
33,33,34,2018-12-28,DAL,@,NOP,L 112-114,*,33:33,10,16,.625,7,10,.700,3,6,.500,.844,7,13,.538,1,1,2,3,0,0,4,0,34,23.5,5
34,34,35,2018-12-30,DAL,,OKC,W 105-103,*,33:48,9,19,.474,4,11,.364,5,8,.625,.579,3,4,.750,0,3,3,7,1,0,6,3,25,14.5,11
35,35,36,2018-12-31,DAL,@,OKC,L 102-122,*,22:32,4,10,.400,3,6,.500,1,4,.250,.550,6,6,1.000,1,5,6,3,1,0,5,0,17,11.9,-16
36,36,37,2019-01-02,DAL,@,CHO,W 122-84,*,26:18,7,16,.438,3,7,.429,4,9,.444,.531,1,2,.500,1,9,10,4,0,0,2,0,18,13.4,14
37,37,38,2019-01-04,DAL,@,BOS,L 93-114,*,28:55,7,16,.438,4,8,.500,3,8,.375,.563,1,2,.500,1,8,9,4,0,0,3,1,19,12.7,3
38,38,39,2019-01-05,DAL,@,PHI,L 100-106,*,26:18,4,16,.250,1,8,.125,3,8,.375,.281,5,10,.500,0,9,9,4,2,0,0,1,14,9.5,-18
39,39,40,2019-01-07,DAL,,LAL,L 97-107,*,34:52,10,23,.435,2,6,.333,8,17,.471,.478,5,7,.714,2,6,8,2,1,1,1,3,27,18.2,-7
40,40,41,2019-01-09,DAL,,PHO,W 104-94,*,35:53,8,14,.571,4,9,.444,4,5,.800,.714,10,16,.625,0,5,5,5,3,0,4,1,30,24.6,10
41,41,42,2019-01-11,DAL,@,MIN,W 119-115,*,34:55,10,23,.435,2,9,.222,8,14,.571,.478,7,10,.700,2,6,8,12,2,0,1,2,29,27.5,5
42,42,43,2019-01-13,DAL,,GSW,L 114-119,*,31:57,8,18,.444,5,10,.500,3,8,.375,.583,5,8,.625,0,6,6,5,1,0,5,1,26,16.3,-14
43,43,44,2019-01-16,DAL,,SAS,L 101-105,*,35:48,10,21,.476,3,9,.333,7,12,.583,.548,2,2,1.000,1,7,8,8,1,0,2,4,25,20.1,8
44,44,45,2019-01-19,DAL,@,IND,L 99-111,*,24:29,3,14,.214,0,5,.000,3,9,.333,.214,2,4,.500,2,3,5,6,3,0,2,1,8,5.7,-6
45,45,46,2019-01-21,DAL,@,MIL,L 106-116,*,32:55,6,17,.353,2,5,.400,4,12,.333,.412,4,5,.800,2,9,11,10,1,1,3,1,18,17.5,-10
46,46,47,2019-01-22,DAL,,LAC,W 106-98,*,32:18,5,15,.333,0,8,.000,5,7,.714,.333,7,10,.700,0,7,7,6,1,1,3,1,17,11.9,2
47,47,48,2019-01-25,DAL,,DET,W 106-101,*,35:04,9,19,.474,3,9,.333,6,10,.600,.553,11,13,.846,1,7,8,8,2,1,4,3,32,27.4,2
48,48,49,2019-01-27,DAL,,TOR,L 120-123,*,35:53,14,24,.583,3,9,.333,11,15,.733,.646,4,6,.667,2,10,12,10,0,0,3,3,35,30.2,-2
49,49,50,2019-01-30,DAL,@,NYK,W 114-90,*,28:40,7,18,.389,2,9,.222,5,9,.556,.444,0,1,.000,1,7,8,5,0,0,3,1,16,8.7,15
49,,51,2019-01-31,DAL,@,DET,L 89-93,Did Not Dress,,,,,,,,,,,,,,,,,,,,,,,,,
50,50,52,2019-02-02,DAL,@,CLE,W 111-98,*,32:44,13,25,.520,4,11,.364,9,14,.643,.600,5,7,.714,1,10,11,6,1,0,2,4,35,27.2,8
51,51,53,2019-02-06,DAL,,CHO,W 99-93,*,34:40,5,20,.250,2,10,.200,3,10,.300,.300,7,9,.778,1,9,10,11,1,0,3,1,19,14.9,9
52,52,54,2019-02-08,DAL,,MIL,L 107-122,*,26:42,7,14,.500,3,7,.429,4,7,.571,.607,3,7,.429,1,2,3,2,0,0,2,1,20,11.7,-28
53,53,55,2019-02-10,DAL,,POR,W 102-101,*,37:30,9,19,.474,4,9,.444,5,10,.500,.579,6,8,.750,0,9,9,6,0,1,3,3,28,20.9,-4
54,54,56,2019-02-11,DAL,@,HOU,L 104-120,*,36:12,7,17,.412,2,9,.222,5,8,.625,.471,5,9,.556,0,10,10,8,0,0,5,2,21,13.1,-5
55,55,57,2019-02-13,DAL,,MIA,L 101-112,*,33:21,5,17,.294,3,9,.333,2,8,.250,.382,5,7,.714,5,7,12,9,0,0,6,1,18,12.8,-12
55,,58,2019-02-22,DAL,,DEN,L 104-114,Inactive,,,,,,,,,,,,,,,,,,,,,,,,,
55,,59,2019-02-23,DAL,@,UTA,L 109-125,Inactive,,,,,,,,,,,,,,,,,,,,,,,,,
56,56,60,2019-02-25,DAL,@,LAC,L 112-121,*,32:40,7,12,.583,4,6,.667,3,6,.500,.750,10,12,.833,1,9,10,10,0,1,9,2,28,22.9,1
57,57,61,2019-02-27,DAL,,IND,W 110-101,*,31:43,9,16,.563,3,8,.375,6,8,.750,.656,5,7,.714,1,9,10,7,0,0,7,3,26,17.7,0
58,58,62,2019-03-02,DAL,,MEM,L 81-111,*,26:14,7,14,.500,1,8,.125,6,6,1.000,.536,7,12,.583,0,4,4,2,2,2,2,1,22,16.6,-14
59,59,63,2019-03-04,DAL,@,BRK,L 88-127,*,28:37,6,16,.375,3,7,.429,3,9,.333,.469,1,4,.250,1,5,6,1,1,2,2,1,16,8.9,-31
60,60,64,2019-03-06,DAL,@,WAS,L 123-132,*,35:47,11,26,.423,2,8,.250,9,18,.500,.462,7,9,.778,3,8,11,7,4,0,2,3,31,26.6,-10
61,61,65,2019-03-08,DAL,@,ORL,L 106-111,*,32:38,9,20,.450,3,8,.375,6,12,.500,.525,3,5,.600,0,8,8,5,1,0,3,1,24,16.3,-5
62,62,66,2019-03-10,DAL,,HOU,L 93-94,*,37:16,5,16,.313,1,6,.167,4,10,.400,.344,8,9,.889,1,14,15,9,2,2,3,2,19,20.2,-5
63,63,67,2019-03-12,DAL,,SAS,L 105-112,*,33:42,5,18,.278,1,7,.143,4,11,.364,.306,1,9,.111,2,4,6,7,0,2,9,1,12,-2.3,-11
64,64,68,2019-03-14,DAL,@,DEN,L 99-100,*,35:04,10,23,.435,1,8,.125,9,15,.600,.457,3,7,.429,1,10,11,9,2,0,3,1,24,18.9,-2
64,,69,2019-03-16,DAL,,CLE,W 121-116,Inactive,,,,,,,,,,,,,,,,,,,,,,,,,
65,65,70,2019-03-18,DAL,,NOP,L 125-129 (OT),*,38:40,10,26,.385,1,7,.143,9,19,.474,.404,8,11,.727,5,8,13,10,2,0,5,4,29,21.9,-8
66,66,71,2019-03-20,DAL,@,POR,L 118-126,*,28:50,8,16,.500,1,4,.250,7,12,.583,.531,7,7,1.000,0,5,5,6,0,0,2,4,24,18.1,-7
67,67,72,2019-03-21,DAL,@,SAC,L 100-116,*,26:02,4,19,.211,2,10,.200,2,9,.222,.263,3,5,.600,1,9,10,3,0,0,1,1,13,4.6,-23
68,68,73,2019-03-23,DAL,@,GSW,W 126-91,*,27:21,6,14,.429,4,11,.364,2,3,.667,.571,7,11,.636,1,10,11,10,3,0,3,3,23,23.5,29
69,69,74,2019-03-26,DAL,,SAC,L 121-125,*,36:09,9,20,.450,0,9,.000,9,11,.818,.450,10,11,.909,1,11,12,12,0,0,4,2,28,24.8,-7
70,70,75,2019-03-28,DAL,@,MIA,L 99-105,*,30:42,6,18,.333,3,9,.333,3,9,.333,.417,4,6,.667,0,8,8,7,0,0,6,4,19,7.7,-8
70,,76,2019-03-31,DAL,@,OKC,W 106-103,Inactive,,,,,,,,,,,,,,,,,,,,,,,,,
70,,77,2019-04-01,DAL,,PHI,W 122-102,Inactive,,,,,,,,,,,,,,,,,,,,,,,,,
71,71,78,2019-04-03,DAL,,MIN,L 108-110,*,31:45,11,21,.524,2,8,.250,9,13,.692,.571,3,3,1.000,4,8,12,6,0,1,4,1,27,22.4,-15
71,,79,2019-04-05,DAL,,MEM,L 112-122,Inactive,,,,,,,,,,,,,,,,,,,,,,,,,
71,,80,2019-04-07,DAL,@,MEM,W 129-127 (OT),Inactive,,,,,,,,,,,,,,,,,,,,,,,,,
72,72,81,2019-04-09,DAL,,PHO,W 120-109,*,32:11,6,14,.429,2,5,.400,4,9,.444,.500,7,8,.875,3,13,16,11,3,0,4,1,21,25.5,15
72,,82,2019-04-10,DAL,@,SAS,L 94-105,Did Not Dress,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,28-44,72,2322,506,1186,.427,168,514,.327,338,672,.503,.497,346,485,.713,86,477,563,429,77,25,247,137,1526,15.8,-115
